RegionName,StateName,Date,Avg_Price
Naples,FL,2002-02-28,242275
San Luis Obispo,CA,2002-02-28,342462
Gainesville,FL,2002-02-28,124264
Santa Cruz,CA,2002-02-28,493550
Crestview-Fort Walton Beach-Destin,FL,2002-02-28,145394
Panama City,FL,2002-02-28,122224
Redding,CA,2002-02-28,116921
Punta Gorda,FL,2002-02-28,117613
Homosassa Springs,FL,2002-02-28,102040
Vero Beach,FL,2002-02-28,134714
Napa,CA,2002-02-28,324262
The Villages,FL,2002-02-28,145099
Lake City,FL,2002-02-28,67463
Okeechobee,FL,2002-02-28,98528
Clewiston,FL,2002-02-28,76621
Arcadia,FL,2002-02-28,75174
Wauchula,FL,2002-02-28,62592
Los Angeles-Long Beach-Anaheim,CA,2002-03-31,301784
Miami-Fort Lauderdale,FL,2002-03-31,174347
San Francisco,CA,2002-03-31,493237
Riverside,CA,2002-03-31,179066
San Diego,CA,2002-03-31,334777
Tampa,FL,2002-03-31,129109
Sacramento,CA,2002-03-31,239107
Orlando,FL,2002-03-31,149132
San Jose,CA,2002-03-31,499165
Jacksonville,FL,2002-03-31,137781
Fresno,CA,2002-03-31,136714
Bakersfield,CA,2002-03-31,129864
Ventura,CA,2002-03-31,334963
North Port-Sarasota-Bradenton,FL,2002-03-31,170000
Stockton,CA,2002-03-31,190870
Fort Myers,FL,2002-03-31,160613
Lakeland,FL,2002-03-31,111069
Daytona Beach,FL,2002-03-31,119783
Melbourne,FL,2002-03-31,123165
Santa Rosa,CA,2002-03-31,396657
Pensacola,FL,2002-03-31,111755
Visalia,CA,2002-03-31,111516
Port St. Lucie,FL,2002-03-31,129681
Santa Maria-Santa Barbara,CA,2002-03-31,419246
Salinas,CA,2002-03-31,343768
Vallejo,CA,2002-03-31,239058
Tallahassee,FL,2002-03-31,116132
Naples,FL,2002-03-31,243976
San Luis Obispo,CA,2002-03-31,345415
Gainesville,FL,2002-03-31,124938
Santa Cruz,CA,2002-03-31,491133
Crestview-Fort Walton Beach-Destin,FL,2002-03-31,145787
Panama City,FL,2002-03-31,123043
Redding,CA,2002-03-31,117914
Punta Gorda,FL,2002-03-31,118450
Homosassa Springs,FL,2002-03-31,102178
Vero Beach,FL,2002-03-31,135665
Napa,CA,2002-03-31,327581
The Villages,FL,2002-03-31,146358
Lake City,FL,2002-03-31,68104
Okeechobee,FL,2002-03-31,99371
Clewiston,FL,2002-03-31,77273
Arcadia,FL,2002-03-31,75766
Wauchula,FL,2002-03-31,63012
Los Angeles-Long Beach-Anaheim,CA,2002-04-30,305411
Miami-Fort Lauderdale,FL,2002-04-30,175997
San Francisco,CA,2002-04-30,496198
Riverside,CA,2002-04-30,180585
San Diego,CA,2002-04-30,338105
Tampa,FL,2002-04-30,130114
Sacramento,CA,2002-04-30,241323
Orlando,FL,2002-04-30,149962
San Jose,CA,2002-04-30,501551
Jacksonville,FL,2002-04-30,138510
Fresno,CA,2002-04-30,138117
Bakersfield,CA,2002-04-30,130842
Ventura,CA,2002-04-30,337996
North Port-Sarasota-Bradenton,FL,2002-04-30,171404
Stockton,CA,2002-04-30,192310
Fort Myers,FL,2002-04-30,162046
Lakeland,FL,2002-04-30,111446
Daytona Beach,FL,2002-04-30,120793
Melbourne,FL,2002-04-30,124097
Santa Rosa,CA,2002-04-30,397201
Pensacola,FL,2002-04-30,112148
Visalia,CA,2002-04-30,112085
Port St. Lucie,FL,2002-04-30,131177
Santa Maria-Santa Barbara,CA,2002-04-30,424104
Salinas,CA,2002-04-30,345606
Vallejo,CA,2002-04-30,240761
Tallahassee,FL,2002-04-30,116787
Naples,FL,2002-04-30,245892
San Luis Obispo,CA,2002-04-30,348967
Gainesville,FL,2002-04-30,125594
Santa Cruz,CA,2002-04-30,492271
Crestview-Fort Walton Beach-Destin,FL,2002-04-30,145705
Panama City,FL,2002-04-30,123670
Redding,CA,2002-04-30,119252
Punta Gorda,FL,2002-04-30,119150
Homosassa Springs,FL,2002-04-30,102395
Vero Beach,FL,2002-04-30,136811
Napa,CA,2002-04-30,330693
The Villages,FL,2002-04-30,146948
Lake City,FL,2002-04-30,68814
Okeechobee,FL,2002-04-30,100306
Clewiston,FL,2002-04-30,78006
Arcadia,FL,2002-04-30,76434
Wauchula,FL,2002-04-30,63483
Los Angeles-Long Beach-Anaheim,CA,2002-05-31,309072
Miami-Fort Lauderdale,FL,2002-05-31,177630
San Francisco,CA,2002-05-31,500048
Riverside,CA,2002-05-31,182230
San Diego,CA,2002-05-31,342339
Tampa,FL,2002-05-31,131150
Sacramento,CA,2002-05-31,243665
Orlando,FL,2002-05-31,150821
San Jose,CA,2002-05-31,505351
Jacksonville,FL,2002-05-31,139434
Fresno,CA,2002-05-31,139562
Bakersfield,CA,2002-05-31,131577
Ventura,CA,2002-05-31,341042
North Port-Sarasota-Bradenton,FL,2002-05-31,172790
Stockton,CA,2002-05-31,193761
Fort Myers,FL,2002-05-31,163472
Lakeland,FL,2002-05-31,111880
Daytona Beach,FL,2002-05-31,121756
Melbourne,FL,2002-05-31,125126
Santa Rosa,CA,2002-05-31,398464
Pensacola,FL,2002-05-31,112322
Visalia,CA,2002-05-31,112546
Port St. Lucie,FL,2002-05-31,132777
Santa Maria-Santa Barbara,CA,2002-05-31,428623
Salinas,CA,2002-05-31,346871
Vallejo,CA,2002-05-31,242944
Tallahassee,FL,2002-05-31,117509
Naples,FL,2002-05-31,247826
San Luis Obispo,CA,2002-05-31,352449
Gainesville,FL,2002-05-31,126176
Santa Cruz,CA,2002-05-31,493859
Crestview-Fort Walton Beach-Destin,FL,2002-05-31,147099
Panama City,FL,2002-05-31,124319
Redding,CA,2002-05-31,120815
Punta Gorda,FL,2002-05-31,120045
Homosassa Springs,FL,2002-05-31,102894
Vero Beach,FL,2002-05-31,138080
Napa,CA,2002-05-31,333851
The Villages,FL,2002-05-31,147075
Lake City,FL,2002-05-31,69451
Okeechobee,FL,2002-05-31,100910
Clewiston,FL,2002-05-31,78671
Arcadia,FL,2002-05-31,77121
Wauchula,FL,2002-05-31,63927
Los Angeles-Long Beach-Anaheim,CA,2002-06-30,313336
Miami-Fort Lauderdale,FL,2002-06-30,179454
San Francisco,CA,2002-06-30,506032
Riverside,CA,2002-06-30,184308
San Diego,CA,2002-06-30,347304
Tampa,FL,2002-06-30,132158
Sacramento,CA,2002-06-30,246178
Orlando,FL,2002-06-30,151706
San Jose,CA,2002-06-30,509272
Jacksonville,FL,2002-06-30,140371
Fresno,CA,2002-06-30,141468
Bakersfield,CA,2002-06-30,132244
Ventura,CA,2002-06-30,344960
North Port-Sarasota-Bradenton,FL,2002-06-30,174259
Stockton,CA,2002-06-30,195000
Fort Myers,FL,2002-06-30,164868
Lakeland,FL,2002-06-30,112327
Daytona Beach,FL,2002-06-30,122682
Melbourne,FL,2002-06-30,126188
Santa Rosa,CA,2002-06-30,400923
Pensacola,FL,2002-06-30,112601
Visalia,CA,2002-06-30,112937
Port St. Lucie,FL,2002-06-30,134300
Santa Maria-Santa Barbara,CA,2002-06-30,433408
Salinas,CA,2002-06-30,348294
Vallejo,CA,2002-06-30,245383
Tallahassee,FL,2002-06-30,118242
Naples,FL,2002-06-30,250067
San Luis Obispo,CA,2002-06-30,356504
Gainesville,FL,2002-06-30,126883
Santa Cruz,CA,2002-06-30,498594
Crestview-Fort Walton Beach-Destin,FL,2002-06-30,148059
Panama City,FL,2002-06-30,124688
Redding,CA,2002-06-30,122710
Punta Gorda,FL,2002-06-30,121074
Homosassa Springs,FL,2002-06-30,103512
Vero Beach,FL,2002-06-30,139084
Napa,CA,2002-06-30,337386
The Villages,FL,2002-06-30,147744
Lake City,FL,2002-06-30,70011
Okeechobee,FL,2002-06-30,101515
Clewiston,FL,2002-06-30,79393
Arcadia,FL,2002-06-30,77788
Wauchula,FL,2002-06-30,64467
Los Angeles-Long Beach-Anaheim,CA,2002-07-31,318267
Miami-Fort Lauderdale,FL,2002-07-31,181331
San Francisco,CA,2002-07-31,512336
Riverside,CA,2002-07-31,186543
San Diego,CA,2002-07-31,353061
Tampa,FL,2002-07-31,133124
Sacramento,CA,2002-07-31,249134
Orlando,FL,2002-07-31,152575
San Jose,CA,2002-07-31,514129
Jacksonville,FL,2002-07-31,141339
Fresno,CA,2002-07-31,143707
Bakersfield,CA,2002-07-31,133352
Ventura,CA,2002-07-31,350659
North Port-Sarasota-Bradenton,FL,2002-07-31,175633
Stockton,CA,2002-07-31,196370
Fort Myers,FL,2002-07-31,166336
Lakeland,FL,2002-07-31,112820
Daytona Beach,FL,2002-07-31,123549
Melbourne,FL,2002-07-31,127220
Santa Rosa,CA,2002-07-31,403048
Pensacola,FL,2002-07-31,112832
Visalia,CA,2002-07-31,113417
Port St. Lucie,FL,2002-07-31,135709
Santa Maria-Santa Barbara,CA,2002-07-31,437801
Salinas,CA,2002-07-31,349688
Vallejo,CA,2002-07-31,247791
Tallahassee,FL,2002-07-31,118998
Naples,FL,2002-07-31,252011
San Luis Obispo,CA,2002-07-31,360713
Gainesville,FL,2002-07-31,127497
Santa Cruz,CA,2002-07-31,504976
Crestview-Fort Walton Beach-Destin,FL,2002-07-31,149019
Panama City,FL,2002-07-31,125225
Redding,CA,2002-07-31,124150
Punta Gorda,FL,2002-07-31,122125
Homosassa Springs,FL,2002-07-31,103972
Vero Beach,FL,2002-07-31,140016
Napa,CA,2002-07-31,341219
The Villages,FL,2002-07-31,148576
Lake City,FL,2002-07-31,70582
Okeechobee,FL,2002-07-31,102129
Clewiston,FL,2002-07-31,80048
Arcadia,FL,2002-07-31,78442
Wauchula,FL,2002-07-31,64841
Los Angeles-Long Beach-Anaheim,CA,2002-08-31,323486
Miami-Fort Lauderdale,FL,2002-08-31,183370
San Francisco,CA,2002-08-31,518565
Riverside,CA,2002-08-31,188994
San Diego,CA,2002-08-31,359326
Tampa,FL,2002-08-31,134164
Sacramento,CA,2002-08-31,252828
Orlando,FL,2002-08-31,153423
San Jose,CA,2002-08-31,516358
Jacksonville,FL,2002-08-31,142172
Fresno,CA,2002-08-31,146011
Bakersfield,CA,2002-08-31,134809
Ventura,CA,2002-08-31,356772
North Port-Sarasota-Bradenton,FL,2002-08-31,176884
Stockton,CA,2002-08-31,197701
Fort Myers,FL,2002-08-31,168061
Lakeland,FL,2002-08-31,113316
Daytona Beach,FL,2002-08-31,124502
Melbourne,FL,2002-08-31,128183
Santa Rosa,CA,2002-08-31,405803
Pensacola,FL,2002-08-31,113288
Visalia,CA,2002-08-31,113951
Port St. Lucie,FL,2002-08-31,137173
Santa Maria-Santa Barbara,CA,2002-08-31,442825
Salinas,CA,2002-08-31,351169
Vallejo,CA,2002-08-31,251008
Tallahassee,FL,2002-08-31,119675
Naples,FL,2002-08-31,253891
San Luis Obispo,CA,2002-08-31,364877
Gainesville,FL,2002-08-31,128179
Santa Cruz,CA,2002-08-31,510789
Crestview-Fort Walton Beach-Destin,FL,2002-08-31,149438
Panama City,FL,2002-08-31,125472
Redding,CA,2002-08-31,125618
Punta Gorda,FL,2002-08-31,123356
Homosassa Springs,FL,2002-08-31,104456
Vero Beach,FL,2002-08-31,140808
Napa,CA,2002-08-31,345296
The Villages,FL,2002-08-31,149607
Lake City,FL,2002-08-31,71008
Okeechobee,FL,2002-08-31,102628
Clewiston,FL,2002-08-31,80510
Arcadia,FL,2002-08-31,78888
Wauchula,FL,2002-08-31,65108
Los Angeles-Long Beach-Anaheim,CA,2002-09-30,328566
Miami-Fort Lauderdale,FL,2002-09-30,185248
San Francisco,CA,2002-09-30,523663
Riverside,CA,2002-09-30,191702
San Diego,CA,2002-09-30,365194
Tampa,FL,2002-09-30,135146
Sacramento,CA,2002-09-30,256771
Orlando,FL,2002-09-30,154266
San Jose,CA,2002-09-30,517708
Jacksonville,FL,2002-09-30,142974
Fresno,CA,2002-09-30,148158
Bakersfield,CA,2002-09-30,136325
Ventura,CA,2002-09-30,363660
North Port-Sarasota-Bradenton,FL,2002-09-30,178267
Stockton,CA,2002-09-30,198794
Fort Myers,FL,2002-09-30,169805
Lakeland,FL,2002-09-30,113800
Daytona Beach,FL,2002-09-30,125625
Melbourne,FL,2002-09-30,129182
Santa Rosa,CA,2002-09-30,408616
Pensacola,FL,2002-09-30,113513
Visalia,CA,2002-09-30,114419
Port St. Lucie,FL,2002-09-30,138910
Santa Maria-Santa Barbara,CA,2002-09-30,448249
Salinas,CA,2002-09-30,352801
Vallejo,CA,2002-09-30,253666
Tallahassee,FL,2002-09-30,120358
Naples,FL,2002-09-30,255535
San Luis Obispo,CA,2002-09-30,370660
Gainesville,FL,2002-09-30,128939
Santa Cruz,CA,2002-09-30,514827
Crestview-Fort Walton Beach-Destin,FL,2002-09-30,149790
Panama City,FL,2002-09-30,125966
Redding,CA,2002-09-30,127051
Punta Gorda,FL,2002-09-30,124424
Homosassa Springs,FL,2002-09-30,104889
Vero Beach,FL,2002-09-30,141708
Napa,CA,2002-09-30,348688
The Villages,FL,2002-09-30,150418
Lake City,FL,2002-09-30,71147
Okeechobee,FL,2002-09-30,103082
Clewiston,FL,2002-09-30,80952
Arcadia,FL,2002-09-30,79381
Wauchula,FL,2002-09-30,65352
Los Angeles-Long Beach-Anaheim,CA,2002-10-31,333684
Miami-Fort Lauderdale,FL,2002-10-31,187132
San Francisco,CA,2002-10-31,527946
Riverside,CA,2002-10-31,194430
San Diego,CA,2002-10-31,371458
Tampa,FL,2002-10-31,136175
Sacramento,CA,2002-10-31,260781
Orlando,FL,2002-10-31,155202
San Jose,CA,2002-10-31,519764
Jacksonville,FL,2002-10-31,143853
Fresno,CA,2002-10-31,150695
Bakersfield,CA,2002-10-31,138085
Ventura,CA,2002-10-31,369234
North Port-Sarasota-Bradenton,FL,2002-10-31,179970
Stockton,CA,2002-10-31,200140
Fort Myers,FL,2002-10-31,171748
Lakeland,FL,2002-10-31,114333
Daytona Beach,FL,2002-10-31,126704
Melbourne,FL,2002-10-31,130228
Santa Rosa,CA,2002-10-31,412280
Pensacola,FL,2002-10-31,113797
Visalia,CA,2002-10-31,115047
Port St. Lucie,FL,2002-10-31,140762
Santa Maria-Santa Barbara,CA,2002-10-31,454764
Salinas,CA,2002-10-31,354881
Vallejo,CA,2002-10-31,256479
Tallahassee,FL,2002-10-31,121117
Naples,FL,2002-10-31,257403
San Luis Obispo,CA,2002-10-31,376877
Gainesville,FL,2002-10-31,129721
Santa Cruz,CA,2002-10-31,517343
Crestview-Fort Walton Beach-Destin,FL,2002-10-31,150469
Panama City,FL,2002-10-31,126709
Redding,CA,2002-10-31,129915
Punta Gorda,FL,2002-10-31,125657
Homosassa Springs,FL,2002-10-31,105432
Vero Beach,FL,2002-10-31,142688
Napa,CA,2002-10-31,352451
The Villages,FL,2002-10-31,151374
Lake City,FL,2002-10-31,71196
Okeechobee,FL,2002-10-31,103487
Clewiston,FL,2002-10-31,81384
Arcadia,FL,2002-10-31,79820
Wauchula,FL,2002-10-31,65559
Los Angeles-Long Beach-Anaheim,CA,2002-11-30,339296
Miami-Fort Lauderdale,FL,2002-11-30,189028
San Francisco,CA,2002-11-30,532191
Riverside,CA,2002-11-30,197357
San Diego,CA,2002-11-30,377404
Tampa,FL,2002-11-30,137271
Sacramento,CA,2002-11-30,264925
Orlando,FL,2002-11-30,156164
San Jose,CA,2002-11-30,523104
Jacksonville,FL,2002-11-30,144691
Fresno,CA,2002-11-30,153147
Bakersfield,CA,2002-11-30,139909
Ventura,CA,2002-11-30,375014
North Port-Sarasota-Bradenton,FL,2002-11-30,181919
Stockton,CA,2002-11-30,202051
Fort Myers,FL,2002-11-30,173425
Lakeland,FL,2002-11-30,114872
Daytona Beach,FL,2002-11-30,127698
Melbourne,FL,2002-11-30,131514
Santa Rosa,CA,2002-11-30,415934
Pensacola,FL,2002-11-30,114056
Visalia,CA,2002-11-30,115867
Port St. Lucie,FL,2002-11-30,143045
Santa Maria-Santa Barbara,CA,2002-11-30,462864
Salinas,CA,2002-11-30,357399
Vallejo,CA,2002-11-30,259227
Tallahassee,FL,2002-11-30,121979
Naples,FL,2002-11-30,259741
San Luis Obispo,CA,2002-11-30,383813
Gainesville,FL,2002-11-30,130668
Santa Cruz,CA,2002-11-30,520664
Crestview-Fort Walton Beach-Destin,FL,2002-11-30,150930
Panama City,FL,2002-11-30,127760
Redding,CA,2002-11-30,132656
Punta Gorda,FL,2002-11-30,126905
Homosassa Springs,FL,2002-11-30,106013
Vero Beach,FL,2002-11-30,143815
Napa,CA,2002-11-30,356759
The Villages,FL,2002-11-30,151942
Lake City,FL,2002-11-30,71456
Okeechobee,FL,2002-11-30,104141
Clewiston,FL,2002-11-30,82042
Arcadia,FL,2002-11-30,80431
Wauchula,FL,2002-11-30,65886
Los Angeles-Long Beach-Anaheim,CA,2002-12-31,344934
Miami-Fort Lauderdale,FL,2002-12-31,191490
San Francisco,CA,2002-12-31,536252
Riverside,CA,2002-12-31,199944
San Diego,CA,2002-12-31,385521
Tampa,FL,2002-12-31,138485
Sacramento,CA,2002-12-31,268939
Orlando,FL,2002-12-31,157127
San Jose,CA,2002-12-31,524571
Jacksonville,FL,2002-12-31,145654
Fresno,CA,2002-12-31,155914
Bakersfield,CA,2002-12-31,142048
Ventura,CA,2002-12-31,380429
North Port-Sarasota-Bradenton,FL,2002-12-31,184062
Stockton,CA,2002-12-31,204343
Fort Myers,FL,2002-12-31,175168
Lakeland,FL,2002-12-31,115557
Daytona Beach,FL,2002-12-31,128713
Melbourne,FL,2002-12-31,132877
Santa Rosa,CA,2002-12-31,420193
Pensacola,FL,2002-12-31,114582
Visalia,CA,2002-12-31,116926
Port St. Lucie,FL,2002-12-31,145027
Santa Maria-Santa Barbara,CA,2002-12-31,470779
Salinas,CA,2002-12-31,361061
Vallejo,CA,2002-12-31,262490
Tallahassee,FL,2002-12-31,122887
Naples,FL,2002-12-31,262218
San Luis Obispo,CA,2002-12-31,389588
Gainesville,FL,2002-12-31,131551
Santa Cruz,CA,2002-12-31,524559
Crestview-Fort Walton Beach-Destin,FL,2002-12-31,151443
Panama City,FL,2002-12-31,128841
Redding,CA,2002-12-31,135935
Punta Gorda,FL,2002-12-31,128451
Homosassa Springs,FL,2002-12-31,106483
Vero Beach,FL,2002-12-31,145159
Napa,CA,2002-12-31,361936
The Villages,FL,2002-12-31,152824
Lake City,FL,2002-12-31,71991
Okeechobee,FL,2002-12-31,104917
Clewiston,FL,2002-12-31,82661
Arcadia,FL,2002-12-31,81035
Wauchula,FL,2002-12-31,66083
Los Angeles-Long Beach-Anaheim,CA,2003-01-31,350066
Miami-Fort Lauderdale,FL,2003-01-31,193990
San Francisco,CA,2003-01-31,540326
Riverside,CA,2003-01-31,202975
San Diego,CA,2003-01-31,391966
Tampa,FL,2003-01-31,139814
Sacramento,CA,2003-01-31,272907
Orlando,FL,2003-01-31,158120
San Jose,CA,2003-01-31,525551
Jacksonville,FL,2003-01-31,146657
Fresno,CA,2003-01-31,158573
Bakersfield,CA,2003-01-31,143839
Ventura,CA,2003-01-31,385708
North Port-Sarasota-Bradenton,FL,2003-01-31,186412
Stockton,CA,2003-01-31,206817
Fort Myers,FL,2003-01-31,177072
Lakeland,FL,2003-01-31,116222
Daytona Beach,FL,2003-01-31,129942
Melbourne,FL,2003-01-31,134290
Santa Rosa,CA,2003-01-31,423983
Pensacola,FL,2003-01-31,114908
Visalia,CA,2003-01-31,117848
Port St. Lucie,FL,2003-01-31,147031
Santa Maria-Santa Barbara,CA,2003-01-31,479256
Salinas,CA,2003-01-31,365231
Vallejo,CA,2003-01-31,266379
Tallahassee,FL,2003-01-31,123964
Naples,FL,2003-01-31,264677
San Luis Obispo,CA,2003-01-31,395253
Gainesville,FL,2003-01-31,132676
Santa Cruz,CA,2003-01-31,529534
Crestview-Fort Walton Beach-Destin,FL,2003-01-31,152507
Panama City,FL,2003-01-31,129777
Redding,CA,2003-01-31,138289
Punta Gorda,FL,2003-01-31,129942
Homosassa Springs,FL,2003-01-31,107062
Vero Beach,FL,2003-01-31,146510
Napa,CA,2003-01-31,367393
The Villages,FL,2003-01-31,153369
Lake City,FL,2003-01-31,72583
Okeechobee,FL,2003-01-31,105786
Clewiston,FL,2003-01-31,83304
Arcadia,FL,2003-01-31,81690
Wauchula,FL,2003-01-31,66583
Los Angeles-Long Beach-Anaheim,CA,2003-02-28,354657
Miami-Fort Lauderdale,FL,2003-02-28,196669
San Francisco,CA,2003-02-28,544083
Riverside,CA,2003-02-28,205556
San Diego,CA,2003-02-28,397643
Tampa,FL,2003-02-28,141161
Sacramento,CA,2003-02-28,276479
Orlando,FL,2003-02-28,159199
San Jose,CA,2003-02-28,526236
Jacksonville,FL,2003-02-28,147821
Fresno,CA,2003-02-28,161103
Bakersfield,CA,2003-02-28,145541
Ventura,CA,2003-02-28,392052
North Port-Sarasota-Bradenton,FL,2003-02-28,188620
Stockton,CA,2003-02-28,209423
Fort Myers,FL,2003-02-28,179061
Lakeland,FL,2003-02-28,117025
Daytona Beach,FL,2003-02-28,131284
Melbourne,FL,2003-02-28,135635
Santa Rosa,CA,2003-02-28,428252
Pensacola,FL,2003-02-28,115486
Visalia,CA,2003-02-28,118786
Port St. Lucie,FL,2003-02-28,148847
Santa Maria-Santa Barbara,CA,2003-02-28,486647
Salinas,CA,2003-02-28,369506
Vallejo,CA,2003-02-28,270771
Tallahassee,FL,2003-02-28,125171
Naples,FL,2003-02-28,266867
San Luis Obispo,CA,2003-02-28,398223
Gainesville,FL,2003-02-28,133672
Santa Cruz,CA,2003-02-28,533254
Crestview-Fort Walton Beach-Destin,FL,2003-02-28,153888
Panama City,FL,2003-02-28,130584
Redding,CA,2003-02-28,141803
Punta Gorda,FL,2003-02-28,131540
Homosassa Springs,FL,2003-02-28,107736
Vero Beach,FL,2003-02-28,147986
Napa,CA,2003-02-28,372071
The Villages,FL,2003-02-28,154318
Lake City,FL,2003-02-28,73106
Okeechobee,FL,2003-02-28,106790
Clewiston,FL,2003-02-28,83863
Arcadia,FL,2003-02-28,82235
Wauchula,FL,2003-02-28,67039
Los Angeles-Long Beach-Anaheim,CA,2003-03-31,359269
Miami-Fort Lauderdale,FL,2003-03-31,199314
San Francisco,CA,2003-03-31,546970
Riverside,CA,2003-03-31,208447
San Diego,CA,2003-03-31,402054
Tampa,FL,2003-03-31,142457
Sacramento,CA,2003-03-31,280419
Orlando,FL,2003-03-31,160433
San Jose,CA,2003-03-31,526222
Jacksonville,FL,2003-03-31,148879
Fresno,CA,2003-03-31,163404
Bakersfield,CA,2003-03-31,147305
Ventura,CA,2003-03-31,398901
North Port-Sarasota-Bradenton,FL,2003-03-31,190420
Stockton,CA,2003-03-31,212093
Fort Myers,FL,2003-03-31,181143
Lakeland,FL,2003-03-31,117875
Daytona Beach,FL,2003-03-31,132549
Melbourne,FL,2003-03-31,136767
Santa Rosa,CA,2003-03-31,432593
Pensacola,FL,2003-03-31,116025
Visalia,CA,2003-03-31,119828
Port St. Lucie,FL,2003-03-31,150913
Santa Maria-Santa Barbara,CA,2003-03-31,495212
Salinas,CA,2003-03-31,373632
Vallejo,CA,2003-03-31,274865
Tallahassee,FL,2003-03-31,126326
Naples,FL,2003-03-31,269197
San Luis Obispo,CA,2003-03-31,403163
Gainesville,FL,2003-03-31,134766
Santa Cruz,CA,2003-03-31,539160
Crestview-Fort Walton Beach-Destin,FL,2003-03-31,155042
Panama City,FL,2003-03-31,131538
Redding,CA,2003-03-31,144513
Punta Gorda,FL,2003-03-31,133158
Homosassa Springs,FL,2003-03-31,108458
Vero Beach,FL,2003-03-31,149345
Napa,CA,2003-03-31,376883
The Villages,FL,2003-03-31,155223
Lake City,FL,2003-03-31,73954
Okeechobee,FL,2003-03-31,107718
Clewiston,FL,2003-03-31,84472
Arcadia,FL,2003-03-31,82871
Wauchula,FL,2003-03-31,67671
Los Angeles-Long Beach-Anaheim,CA,2003-04-30,363791
Miami-Fort Lauderdale,FL,2003-04-30,202060
San Francisco,CA,2003-04-30,549671
Riverside,CA,2003-04-30,211439
San Diego,CA,2003-04-30,407022
Tampa,FL,2003-04-30,143751
Sacramento,CA,2003-04-30,284976
Orlando,FL,2003-04-30,161612
San Jose,CA,2003-04-30,525020
Jacksonville,FL,2003-04-30,149910
Fresno,CA,2003-04-30,166529
Bakersfield,CA,2003-04-30,149416
Ventura,CA,2003-04-30,406454
North Port-Sarasota-Bradenton,FL,2003-04-30,191942
Stockton,CA,2003-04-30,214452
Fort Myers,FL,2003-04-30,183050
Lakeland,FL,2003-04-30,118760
Daytona Beach,FL,2003-04-30,133688
Melbourne,FL,2003-04-30,138030
Santa Rosa,CA,2003-04-30,437468
Pensacola,FL,2003-04-30,116718
Visalia,CA,2003-04-30,121163
Port St. Lucie,FL,2003-04-30,152934
Santa Maria-Santa Barbara,CA,2003-04-30,503253
Salinas,CA,2003-04-30,377553
Vallejo,CA,2003-04-30,278633
Tallahassee,FL,2003-04-30,127439
Naples,FL,2003-04-30,271640
San Luis Obispo,CA,2003-04-30,409057
Gainesville,FL,2003-04-30,135829
Santa Cruz,CA,2003-04-30,541802
Crestview-Fort Walton Beach-Destin,FL,2003-04-30,156679
Panama City,FL,2003-04-30,132716
Redding,CA,2003-04-30,147226
Punta Gorda,FL,2003-04-30,134784
Homosassa Springs,FL,2003-04-30,109185
Vero Beach,FL,2003-04-30,150760
Napa,CA,2003-04-30,381582
The Villages,FL,2003-04-30,156334
Lake City,FL,2003-04-30,74774
Okeechobee,FL,2003-04-30,108605
Clewiston,FL,2003-04-30,85040
Arcadia,FL,2003-04-30,83455
Wauchula,FL,2003-04-30,68108
Los Angeles-Long Beach-Anaheim,CA,2003-05-31,368740
Miami-Fort Lauderdale,FL,2003-05-31,204625
San Francisco,CA,2003-05-31,551266
Riverside,CA,2003-05-31,215144
San Diego,CA,2003-05-31,412464
Tampa,FL,2003-05-31,145088
Sacramento,CA,2003-05-31,288997
Orlando,FL,2003-05-31,162677
San Jose,CA,2003-05-31,521581
Jacksonville,FL,2003-05-31,150844
Fresno,CA,2003-05-31,169770
Bakersfield,CA,2003-05-31,151432
Ventura,CA,2003-05-31,412730
North Port-Sarasota-Bradenton,FL,2003-05-31,193464
Stockton,CA,2003-05-31,216431
Fort Myers,FL,2003-05-31,185011
Lakeland,FL,2003-05-31,119582
Daytona Beach,FL,2003-05-31,134977
Melbourne,FL,2003-05-31,139246
Santa Rosa,CA,2003-05-31,441676
Pensacola,FL,2003-05-31,117331
Visalia,CA,2003-05-31,122371
Port St. Lucie,FL,2003-05-31,154988
Santa Maria-Santa Barbara,CA,2003-05-31,512428
Salinas,CA,2003-05-31,381944
Vallejo,CA,2003-05-31,282265
Tallahassee,FL,2003-05-31,128484
Naples,FL,2003-05-31,274588
San Luis Obispo,CA,2003-05-31,416608
Gainesville,FL,2003-05-31,136894
Santa Cruz,CA,2003-05-31,543758
Crestview-Fort Walton Beach-Destin,FL,2003-05-31,157418
Panama City,FL,2003-05-31,134032
Redding,CA,2003-05-31,148980
Punta Gorda,FL,2003-05-31,136245
Homosassa Springs,FL,2003-05-31,109854
Vero Beach,FL,2003-05-31,152068
Napa,CA,2003-05-31,386921
The Villages,FL,2003-05-31,157476
Lake City,FL,2003-05-31,75638
Okeechobee,FL,2003-05-31,109217
Clewiston,FL,2003-05-31,85687
Arcadia,FL,2003-05-31,84097
Wauchula,FL,2003-05-31,68551
Los Angeles-Long Beach-Anaheim,CA,2003-06-30,372981
Miami-Fort Lauderdale,FL,2003-06-30,206929
San Francisco,CA,2003-06-30,552826
Riverside,CA,2003-06-30,218502
San Diego,CA,2003-06-30,417119
Tampa,FL,2003-06-30,146339
Sacramento,CA,2003-06-30,292623
Orlando,FL,2003-06-30,163547
San Jose,CA,2003-06-30,520245
Jacksonville,FL,2003-06-30,151813
Fresno,CA,2003-06-30,172843
Bakersfield,CA,2003-06-30,153787
