RegionName,StateName,Date,Avg_Price
Tampa,FL,2014-12-31,161652
Sacramento,CA,2014-12-31,317838
Orlando,FL,2014-12-31,186267
San Jose,CA,2014-12-31,912867
Jacksonville,FL,2014-12-31,171767
Fresno,CA,2014-12-31,202713
Bakersfield,CA,2014-12-31,188695
Ventura,CA,2014-12-31,515131
North Port-Sarasota-Bradenton,FL,2014-12-31,221959
Stockton,CA,2014-12-31,267751
Fort Myers,FL,2014-12-31,192764
Lakeland,FL,2014-12-31,136560
Daytona Beach,FL,2014-12-31,148810
Melbourne,FL,2014-12-31,152279
Santa Rosa,CA,2014-12-31,511172
Pensacola,FL,2014-12-31,135168
Visalia,CA,2014-12-31,168028
Port St. Lucie,FL,2014-12-31,165617
Santa Maria-Santa Barbara,CA,2014-12-31,564438
Salinas,CA,2014-12-31,457346
Vallejo,CA,2014-12-31,336255
Tallahassee,FL,2014-12-31,147047
Naples,FL,2014-12-31,350161
San Luis Obispo,CA,2014-12-31,511962
Gainesville,FL,2014-12-31,159671
Santa Cruz,CA,2014-12-31,678988
Crestview-Fort Walton Beach-Destin,FL,2014-12-31,204164
Panama City,FL,2014-12-31,169209
Redding,CA,2014-12-31,212738
Punta Gorda,FL,2014-12-31,162733
Homosassa Springs,FL,2014-12-31,111515
Vero Beach,FL,2014-12-31,167468
Napa,CA,2014-12-31,557221
The Villages,FL,2014-12-31,245469
Lake City,FL,2014-12-31,112750
Okeechobee,FL,2014-12-31,116776
Clewiston,FL,2014-12-31,99744
Arcadia,FL,2014-12-31,99392
Wauchula,FL,2014-12-31,89744
Los Angeles-Long Beach-Anaheim,CA,2015-01-31,545076
Miami-Fort Lauderdale,FL,2015-01-31,258037
San Francisco,CA,2015-01-31,822927
Riverside,CA,2015-01-31,297364
San Diego,CA,2015-01-31,491949
Tampa,FL,2015-01-31,162611
Sacramento,CA,2015-01-31,318847
Orlando,FL,2015-01-31,187123
San Jose,CA,2015-01-31,915231
Jacksonville,FL,2015-01-31,172120
Fresno,CA,2015-01-31,203313
Bakersfield,CA,2015-01-31,189187
Ventura,CA,2015-01-31,517216
North Port-Sarasota-Bradenton,FL,2015-01-31,224286
Stockton,CA,2015-01-31,268709
Fort Myers,FL,2015-01-31,194877
Lakeland,FL,2015-01-31,137329
Daytona Beach,FL,2015-01-31,149103
Melbourne,FL,2015-01-31,154161
Santa Rosa,CA,2015-01-31,515753
Pensacola,FL,2015-01-31,135735
Visalia,CA,2015-01-31,169926
Port St. Lucie,FL,2015-01-31,166829
Santa Maria-Santa Barbara,CA,2015-01-31,563597
Salinas,CA,2015-01-31,460883
Vallejo,CA,2015-01-31,339075
Tallahassee,FL,2015-01-31,147726
Naples,FL,2015-01-31,354669
San Luis Obispo,CA,2015-01-31,514611
Gainesville,FL,2015-01-31,159947
Santa Cruz,CA,2015-01-31,682805
Crestview-Fort Walton Beach-Destin,FL,2015-01-31,204088
Panama City,FL,2015-01-31,169599
Redding,CA,2015-01-31,214547
Punta Gorda,FL,2015-01-31,165134
Homosassa Springs,FL,2015-01-31,113113
Vero Beach,FL,2015-01-31,169092
Napa,CA,2015-01-31,560008
The Villages,FL,2015-01-31,245421
Lake City,FL,2015-01-31,113780
Okeechobee,FL,2015-01-31,117512
Clewiston,FL,2015-01-31,100585
Arcadia,FL,2015-01-31,100240
Wauchula,FL,2015-01-31,90275
Los Angeles-Long Beach-Anaheim,CA,2015-02-28,549208
Miami-Fort Lauderdale,FL,2015-02-28,260044
San Francisco,CA,2015-02-28,829598
Riverside,CA,2015-02-28,298583
San Diego,CA,2015-02-28,491547
Tampa,FL,2015-02-28,163645
Sacramento,CA,2015-02-28,320354
Orlando,FL,2015-02-28,187887
San Jose,CA,2015-02-28,916266
Jacksonville,FL,2015-02-28,172479
Fresno,CA,2015-02-28,204105
Bakersfield,CA,2015-02-28,189685
Ventura,CA,2015-02-28,519108
North Port-Sarasota-Bradenton,FL,2015-02-28,226169
Stockton,CA,2015-02-28,270598
Fort Myers,FL,2015-02-28,197265
Lakeland,FL,2015-02-28,138091
Daytona Beach,FL,2015-02-28,149290
Melbourne,FL,2015-02-28,155532
Santa Rosa,CA,2015-02-28,515267
Pensacola,FL,2015-02-28,136776
Visalia,CA,2015-02-28,171735
Port St. Lucie,FL,2015-02-28,167847
Santa Maria-Santa Barbara,CA,2015-02-28,565400
Salinas,CA,2015-02-28,462676
Vallejo,CA,2015-02-28,341282
Tallahassee,FL,2015-02-28,148115
Naples,FL,2015-02-28,357908
San Luis Obispo,CA,2015-02-28,516997
Gainesville,FL,2015-02-28,159526
Santa Cruz,CA,2015-02-28,681449
Crestview-Fort Walton Beach-Destin,FL,2015-02-28,205247
Panama City,FL,2015-02-28,169701
Redding,CA,2015-02-28,216764
Punta Gorda,FL,2015-02-28,166608
Homosassa Springs,FL,2015-02-28,113822
Vero Beach,FL,2015-02-28,170767
Napa,CA,2015-02-28,564376
The Villages,FL,2015-02-28,244959
Lake City,FL,2015-02-28,114731
Okeechobee,FL,2015-02-28,118205
Clewiston,FL,2015-02-28,101426
Arcadia,FL,2015-02-28,100938
Wauchula,FL,2015-02-28,90874
Los Angeles-Long Beach-Anaheim,CA,2015-03-31,553559
Miami-Fort Lauderdale,FL,2015-03-31,261629
San Francisco,CA,2015-03-31,840669
Riverside,CA,2015-03-31,299881
San Diego,CA,2015-03-31,497078
Tampa,FL,2015-03-31,164377
Sacramento,CA,2015-03-31,322973
Orlando,FL,2015-03-31,188510
San Jose,CA,2015-03-31,927088
Jacksonville,FL,2015-03-31,173493
Fresno,CA,2015-03-31,204189
Bakersfield,CA,2015-03-31,190363
Ventura,CA,2015-03-31,519813
North Port-Sarasota-Bradenton,FL,2015-03-31,228458
Stockton,CA,2015-03-31,272086
Fort Myers,FL,2015-03-31,200397
Lakeland,FL,2015-03-31,138764
Daytona Beach,FL,2015-03-31,150008
Melbourne,FL,2015-03-31,157083
Santa Rosa,CA,2015-03-31,516072
Pensacola,FL,2015-03-31,137847
Visalia,CA,2015-03-31,172913
Port St. Lucie,FL,2015-03-31,168948
Santa Maria-Santa Barbara,CA,2015-03-31,566517
Salinas,CA,2015-03-31,467693
Vallejo,CA,2015-03-31,345353
Tallahassee,FL,2015-03-31,148218
Naples,FL,2015-03-31,361790
San Luis Obispo,CA,2015-03-31,517746
Gainesville,FL,2015-03-31,159925
Santa Cruz,CA,2015-03-31,682781
Crestview-Fort Walton Beach-Destin,FL,2015-03-31,206254
Panama City,FL,2015-03-31,170682
Redding,CA,2015-03-31,219456
Punta Gorda,FL,2015-03-31,167703
Homosassa Springs,FL,2015-03-31,114521
Vero Beach,FL,2015-03-31,172362
Napa,CA,2015-03-31,569462
The Villages,FL,2015-03-31,244276
Lake City,FL,2015-03-31,115718
Okeechobee,FL,2015-03-31,118817
Clewiston,FL,2015-03-31,102172
Arcadia,FL,2015-03-31,101655
Wauchula,FL,2015-03-31,91492
Los Angeles-Long Beach-Anaheim,CA,2015-04-30,556100
Miami-Fort Lauderdale,FL,2015-04-30,263506
San Francisco,CA,2015-04-30,851604
Riverside,CA,2015-04-30,301795
San Diego,CA,2015-04-30,501911
Tampa,FL,2015-04-30,165373
Sacramento,CA,2015-04-30,325646
Orlando,FL,2015-04-30,189341
San Jose,CA,2015-04-30,934215
Jacksonville,FL,2015-04-30,174376
Fresno,CA,2015-04-30,205203
Bakersfield,CA,2015-04-30,190999
Ventura,CA,2015-04-30,521189
North Port-Sarasota-Bradenton,FL,2015-04-30,230216
Stockton,CA,2015-04-30,272819
Fort Myers,FL,2015-04-30,202160
Lakeland,FL,2015-04-30,139277
Daytona Beach,FL,2015-04-30,150772
Melbourne,FL,2015-04-30,158275
Santa Rosa,CA,2015-04-30,520774
Pensacola,FL,2015-04-30,138613
Visalia,CA,2015-04-30,173848
Port St. Lucie,FL,2015-04-30,170553
Santa Maria-Santa Barbara,CA,2015-04-30,573344
Salinas,CA,2015-04-30,468390
Vallejo,CA,2015-04-30,349139
Tallahassee,FL,2015-04-30,148153
Naples,FL,2015-04-30,364829
San Luis Obispo,CA,2015-04-30,519702
Gainesville,FL,2015-04-30,160092
Santa Cruz,CA,2015-04-30,683985
Crestview-Fort Walton Beach-Destin,FL,2015-04-30,207050
Panama City,FL,2015-04-30,171236
Redding,CA,2015-04-30,222337
Punta Gorda,FL,2015-04-30,168332
Homosassa Springs,FL,2015-04-30,115294
Vero Beach,FL,2015-04-30,173653
Napa,CA,2015-04-30,571302
The Villages,FL,2015-04-30,244988
Lake City,FL,2015-04-30,116704
Okeechobee,FL,2015-04-30,119506
Clewiston,FL,2015-04-30,102853
Arcadia,FL,2015-04-30,102320
Wauchula,FL,2015-04-30,92407
Los Angeles-Long Beach-Anaheim,CA,2015-05-31,558775
Miami-Fort Lauderdale,FL,2015-05-31,265012
San Francisco,CA,2015-05-31,861826
Riverside,CA,2015-05-31,302936
San Diego,CA,2015-05-31,506718
Tampa,FL,2015-05-31,166079
Sacramento,CA,2015-05-31,327422
Orlando,FL,2015-05-31,190299
San Jose,CA,2015-05-31,941188
Jacksonville,FL,2015-05-31,175392
Fresno,CA,2015-05-31,205896
Bakersfield,CA,2015-05-31,192231
Ventura,CA,2015-05-31,523391
North Port-Sarasota-Bradenton,FL,2015-05-31,232195
Stockton,CA,2015-05-31,274197
Fort Myers,FL,2015-05-31,203871
Lakeland,FL,2015-05-31,139896
Daytona Beach,FL,2015-05-31,152156
Melbourne,FL,2015-05-31,160288
Santa Rosa,CA,2015-05-31,528660
Pensacola,FL,2015-05-31,139360
Visalia,CA,2015-05-31,174867
Port St. Lucie,FL,2015-05-31,172999
Santa Maria-Santa Barbara,CA,2015-05-31,580401
Salinas,CA,2015-05-31,471076
Vallejo,CA,2015-05-31,350983
Tallahassee,FL,2015-05-31,148318
Naples,FL,2015-05-31,369372
San Luis Obispo,CA,2015-05-31,521863
Gainesville,FL,2015-05-31,161076
Santa Cruz,CA,2015-05-31,692381
Crestview-Fort Walton Beach-Destin,FL,2015-05-31,207725
Panama City,FL,2015-05-31,171591
Redding,CA,2015-05-31,224487
Punta Gorda,FL,2015-05-31,169260
Homosassa Springs,FL,2015-05-31,116463
Vero Beach,FL,2015-05-31,174929
Napa,CA,2015-05-31,573672
The Villages,FL,2015-05-31,246015
Lake City,FL,2015-05-31,117667
Okeechobee,FL,2015-05-31,120094
Clewiston,FL,2015-05-31,103613
Arcadia,FL,2015-05-31,102998
Wauchula,FL,2015-05-31,93323
Los Angeles-Long Beach-Anaheim,CA,2015-06-30,561505
Miami-Fort Lauderdale,FL,2015-06-30,266721
San Francisco,CA,2015-06-30,871571
Riverside,CA,2015-06-30,304494
San Diego,CA,2015-06-30,507310
Tampa,FL,2015-06-30,167330
Sacramento,CA,2015-06-30,328821
Orlando,FL,2015-06-30,191377
San Jose,CA,2015-06-30,938867
Jacksonville,FL,2015-06-30,176419
Fresno,CA,2015-06-30,207437
Bakersfield,CA,2015-06-30,193152
Ventura,CA,2015-06-30,526359
North Port-Sarasota-Bradenton,FL,2015-06-30,234005
Stockton,CA,2015-06-30,275641
Fort Myers,FL,2015-06-30,205091
Lakeland,FL,2015-06-30,140405
Daytona Beach,FL,2015-06-30,153193
Melbourne,FL,2015-06-30,161631
Santa Rosa,CA,2015-06-30,535319
Pensacola,FL,2015-06-30,140202
Visalia,CA,2015-06-30,174912
Port St. Lucie,FL,2015-06-30,175388
Santa Maria-Santa Barbara,CA,2015-06-30,583892
Salinas,CA,2015-06-30,472703
Vallejo,CA,2015-06-30,350389
Tallahassee,FL,2015-06-30,148694
Naples,FL,2015-06-30,372337
San Luis Obispo,CA,2015-06-30,526056
Gainesville,FL,2015-06-30,162245
Santa Cruz,CA,2015-06-30,694869
Crestview-Fort Walton Beach-Destin,FL,2015-06-30,208857
Panama City,FL,2015-06-30,171195
Redding,CA,2015-06-30,225565
Punta Gorda,FL,2015-06-30,170975
Homosassa Springs,FL,2015-06-30,117200
Vero Beach,FL,2015-06-30,176674
Napa,CA,2015-06-30,579628
The Villages,FL,2015-06-30,246793
Lake City,FL,2015-06-30,118659
Okeechobee,FL,2015-06-30,120607
Clewiston,FL,2015-06-30,104396
Arcadia,FL,2015-06-30,103452
Wauchula,FL,2015-06-30,94141
Los Angeles-Long Beach-Anaheim,CA,2015-07-31,564298
Miami-Fort Lauderdale,FL,2015-07-31,268007
San Francisco,CA,2015-07-31,883361
Riverside,CA,2015-07-31,305726
San Diego,CA,2015-07-31,508606
Tampa,FL,2015-07-31,168442
Sacramento,CA,2015-07-31,330274
Orlando,FL,2015-07-31,192553
San Jose,CA,2015-07-31,939850
Jacksonville,FL,2015-07-31,177523
Fresno,CA,2015-07-31,208869
Bakersfield,CA,2015-07-31,193151
Ventura,CA,2015-07-31,528389
North Port-Sarasota-Bradenton,FL,2015-07-31,235941
Stockton,CA,2015-07-31,278189
Fort Myers,FL,2015-07-31,207345
Lakeland,FL,2015-07-31,140703
Daytona Beach,FL,2015-07-31,154601
Melbourne,FL,2015-07-31,162523
Santa Rosa,CA,2015-07-31,536993
Pensacola,FL,2015-07-31,140877
Visalia,CA,2015-07-31,173992
Port St. Lucie,FL,2015-07-31,177352
Santa Maria-Santa Barbara,CA,2015-07-31,583795
Salinas,CA,2015-07-31,476716
Vallejo,CA,2015-07-31,349008
Tallahassee,FL,2015-07-31,149223
Naples,FL,2015-07-31,374900
San Luis Obispo,CA,2015-07-31,527897
Gainesville,FL,2015-07-31,163841
Santa Cruz,CA,2015-07-31,701800
Crestview-Fort Walton Beach-Destin,FL,2015-07-31,210120
Panama City,FL,2015-07-31,171484
Redding,CA,2015-07-31,226549
Punta Gorda,FL,2015-07-31,172529
Homosassa Springs,FL,2015-07-31,117843
Vero Beach,FL,2015-07-31,178194
Napa,CA,2015-07-31,589106
The Villages,FL,2015-07-31,246020
Lake City,FL,2015-07-31,119603
Okeechobee,FL,2015-07-31,120976
Clewiston,FL,2015-07-31,105051
Arcadia,FL,2015-07-31,103981
Wauchula,FL,2015-07-31,94868
Los Angeles-Long Beach-Anaheim,CA,2015-08-31,567506
Miami-Fort Lauderdale,FL,2015-08-31,269602
San Francisco,CA,2015-08-31,896136
Riverside,CA,2015-08-31,307642
San Diego,CA,2015-08-31,511080
Tampa,FL,2015-08-31,169800
Sacramento,CA,2015-08-31,331917
Orlando,FL,2015-08-31,193928
San Jose,CA,2015-08-31,944101
Jacksonville,FL,2015-08-31,178680
Fresno,CA,2015-08-31,210100
Bakersfield,CA,2015-08-31,193776
Ventura,CA,2015-08-31,531481
North Port-Sarasota-Bradenton,FL,2015-08-31,238939
Stockton,CA,2015-08-31,280431
Fort Myers,FL,2015-08-31,210032
Lakeland,FL,2015-08-31,141176
Daytona Beach,FL,2015-08-31,155889
Melbourne,FL,2015-08-31,163471
Santa Rosa,CA,2015-08-31,540325
Pensacola,FL,2015-08-31,141368
Visalia,CA,2015-08-31,174138
Port St. Lucie,FL,2015-08-31,179016
Santa Maria-Santa Barbara,CA,2015-08-31,584239
Salinas,CA,2015-08-31,479470
Vallejo,CA,2015-08-31,349616
Tallahassee,FL,2015-08-31,149802
Naples,FL,2015-08-31,377858
San Luis Obispo,CA,2015-08-31,532797
Gainesville,FL,2015-08-31,164893
Santa Cruz,CA,2015-08-31,709717
Crestview-Fort Walton Beach-Destin,FL,2015-08-31,211271
Panama City,FL,2015-08-31,171757
Redding,CA,2015-08-31,227522
Punta Gorda,FL,2015-08-31,174756
Homosassa Springs,FL,2015-08-31,118496
Vero Beach,FL,2015-08-31,180026
Napa,CA,2015-08-31,596315
The Villages,FL,2015-08-31,245012
Lake City,FL,2015-08-31,120570
Okeechobee,FL,2015-08-31,121360
Clewiston,FL,2015-08-31,105517
Arcadia,FL,2015-08-31,104332
Wauchula,FL,2015-08-31,95539
Los Angeles-Long Beach-Anaheim,CA,2015-09-30,570819
Miami-Fort Lauderdale,FL,2015-09-30,271549
San Francisco,CA,2015-09-30,908871
Riverside,CA,2015-09-30,309765
San Diego,CA,2015-09-30,514124
Tampa,FL,2015-09-30,171147
Sacramento,CA,2015-09-30,333882
Orlando,FL,2015-09-30,195563
San Jose,CA,2015-09-30,951381
Jacksonville,FL,2015-09-30,179280
Fresno,CA,2015-09-30,211265
Bakersfield,CA,2015-09-30,194065
Ventura,CA,2015-09-30,534902
North Port-Sarasota-Bradenton,FL,2015-09-30,241658
Stockton,CA,2015-09-30,283854
Fort Myers,FL,2015-09-30,212319
Lakeland,FL,2015-09-30,141853
Daytona Beach,FL,2015-09-30,157055
Melbourne,FL,2015-09-30,165202
Santa Rosa,CA,2015-09-30,544424
Pensacola,FL,2015-09-30,141546
Visalia,CA,2015-09-30,175183
Port St. Lucie,FL,2015-09-30,181110
Santa Maria-Santa Barbara,CA,2015-09-30,585038
Salinas,CA,2015-09-30,484011
Vallejo,CA,2015-09-30,351245
Tallahassee,FL,2015-09-30,150283
Naples,FL,2015-09-30,380831
San Luis Obispo,CA,2015-09-30,536660
Gainesville,FL,2015-09-30,165529
Santa Cruz,CA,2015-09-30,719983
Crestview-Fort Walton Beach-Destin,FL,2015-09-30,212440
Panama City,FL,2015-09-30,172700
Redding,CA,2015-09-30,228934
Punta Gorda,FL,2015-09-30,176636
Homosassa Springs,FL,2015-09-30,119593
Vero Beach,FL,2015-09-30,181656
Napa,CA,2015-09-30,601180
The Villages,FL,2015-09-30,244058
Lake City,FL,2015-09-30,121502
Okeechobee,FL,2015-09-30,121903
Clewiston,FL,2015-09-30,106004
Arcadia,FL,2015-09-30,104885
Wauchula,FL,2015-09-30,96279
Los Angeles-Long Beach-Anaheim,CA,2015-10-31,574826
Miami-Fort Lauderdale,FL,2015-10-31,273332
San Francisco,CA,2015-10-31,918483
Riverside,CA,2015-10-31,311342
San Diego,CA,2015-10-31,517685
Tampa,FL,2015-10-31,172581
Sacramento,CA,2015-10-31,336241
Orlando,FL,2015-10-31,197003
San Jose,CA,2015-10-31,956784
Jacksonville,FL,2015-10-31,179932
Fresno,CA,2015-10-31,211607
Bakersfield,CA,2015-10-31,194700
Ventura,CA,2015-10-31,538444
North Port-Sarasota-Bradenton,FL,2015-10-31,244451
Stockton,CA,2015-10-31,286759
Fort Myers,FL,2015-10-31,214248
Lakeland,FL,2015-10-31,142785
Daytona Beach,FL,2015-10-31,157745
Melbourne,FL,2015-10-31,167987
Santa Rosa,CA,2015-10-31,548934
Pensacola,FL,2015-10-31,141972
Visalia,CA,2015-10-31,178420
Port St. Lucie,FL,2015-10-31,183344
Santa Maria-Santa Barbara,CA,2015-10-31,588232
Salinas,CA,2015-10-31,487867
Vallejo,CA,2015-10-31,356662
Tallahassee,FL,2015-10-31,150796
Naples,FL,2015-10-31,383553
San Luis Obispo,CA,2015-10-31,543060
Gainesville,FL,2015-10-31,166196
Santa Cruz,CA,2015-10-31,725539
Crestview-Fort Walton Beach-Destin,FL,2015-10-31,213421
Panama City,FL,2015-10-31,173181
Redding,CA,2015-10-31,229378
Punta Gorda,FL,2015-10-31,178611
Homosassa Springs,FL,2015-10-31,120712
Vero Beach,FL,2015-10-31,183446
Napa,CA,2015-10-31,603998
The Villages,FL,2015-10-31,243557
Lake City,FL,2015-10-31,122486
Okeechobee,FL,2015-10-31,122428
Clewiston,FL,2015-10-31,106378
Arcadia,FL,2015-10-31,105191
Wauchula,FL,2015-10-31,96891
Los Angeles-Long Beach-Anaheim,CA,2015-11-30,577521
Miami-Fort Lauderdale,FL,2015-11-30,275471
San Francisco,CA,2015-11-30,923945
Riverside,CA,2015-11-30,313029
San Diego,CA,2015-11-30,520335
Tampa,FL,2015-11-30,173788
Sacramento,CA,2015-11-30,338223
Orlando,FL,2015-11-30,198233
San Jose,CA,2015-11-30,960250
Jacksonville,FL,2015-11-30,180559
Fresno,CA,2015-11-30,212700
Bakersfield,CA,2015-11-30,194841
Ventura,CA,2015-11-30,542411
North Port-Sarasota-Bradenton,FL,2015-11-30,245944
Stockton,CA,2015-11-30,289222
Fort Myers,FL,2015-11-30,216284
Lakeland,FL,2015-11-30,143188
Daytona Beach,FL,2015-11-30,158287
Melbourne,FL,2015-11-30,169943
Santa Rosa,CA,2015-11-30,551020
Pensacola,FL,2015-11-30,142347
Visalia,CA,2015-11-30,180242
Port St. Lucie,FL,2015-11-30,185190
Santa Maria-Santa Barbara,CA,2015-11-30,589404
Salinas,CA,2015-11-30,492978
Vallejo,CA,2015-11-30,360317
Tallahassee,FL,2015-11-30,151297
Naples,FL,2015-11-30,386129
San Luis Obispo,CA,2015-11-30,547036
Gainesville,FL,2015-11-30,166881
Santa Cruz,CA,2015-11-30,724786
Crestview-Fort Walton Beach-Destin,FL,2015-11-30,213830
Panama City,FL,2015-11-30,173840
Redding,CA,2015-11-30,229792
Punta Gorda,FL,2015-11-30,179589
Homosassa Springs,FL,2015-11-30,121111
Vero Beach,FL,2015-11-30,185623
Napa,CA,2015-11-30,608043
The Villages,FL,2015-11-30,241971
Lake City,FL,2015-11-30,123371
Okeechobee,FL,2015-11-30,123129
Clewiston,FL,2015-11-30,106645
Arcadia,FL,2015-11-30,105313
Wauchula,FL,2015-11-30,97542
Los Angeles-Long Beach-Anaheim,CA,2015-12-31,582220
Miami-Fort Lauderdale,FL,2015-12-31,277324
San Francisco,CA,2015-12-31,929380
Riverside,CA,2015-12-31,314964
San Diego,CA,2015-12-31,524917
Tampa,FL,2015-12-31,175187
Sacramento,CA,2015-12-31,341637
Orlando,FL,2015-12-31,199977
San Jose,CA,2015-12-31,964465
Jacksonville,FL,2015-12-31,181791
Fresno,CA,2015-12-31,214113
Bakersfield,CA,2015-12-31,195284
Ventura,CA,2015-12-31,545225
North Port-Sarasota-Bradenton,FL,2015-12-31,247828
Stockton,CA,2015-12-31,291275
Fort Myers,FL,2015-12-31,218468
Lakeland,FL,2015-12-31,144240
Daytona Beach,FL,2015-12-31,158940
Melbourne,FL,2015-12-31,171438
Santa Rosa,CA,2015-12-31,556451
Pensacola,FL,2015-12-31,142773
Visalia,CA,2015-12-31,181485
Port St. Lucie,FL,2015-12-31,186977
Santa Maria-Santa Barbara,CA,2015-12-31,590718
Salinas,CA,2015-12-31,496164
Vallejo,CA,2015-12-31,364854
Tallahassee,FL,2015-12-31,151908
Naples,FL,2015-12-31,388738
San Luis Obispo,CA,2015-12-31,550340
Gainesville,FL,2015-12-31,167693
Santa Cruz,CA,2015-12-31,722588
Crestview-Fort Walton Beach-Destin,FL,2015-12-31,213982
Panama City,FL,2015-12-31,174484
Redding,CA,2015-12-31,230605
Punta Gorda,FL,2015-12-31,180750
Homosassa Springs,FL,2015-12-31,121323
Vero Beach,FL,2015-12-31,187603
Napa,CA,2015-12-31,612568
The Villages,FL,2015-12-31,241218
Lake City,FL,2015-12-31,124234
Okeechobee,FL,2015-12-31,123637
Clewiston,FL,2015-12-31,106878
Arcadia,FL,2015-12-31,105431
Wauchula,FL,2015-12-31,98187
Los Angeles-Long Beach-Anaheim,CA,2016-01-31,584840
Miami-Fort Lauderdale,FL,2016-01-31,279497
San Francisco,CA,2016-01-31,939713
Riverside,CA,2016-01-31,317008
San Diego,CA,2016-01-31,532213
Tampa,FL,2016-01-31,176906
Sacramento,CA,2016-01-31,344270
Orlando,FL,2016-01-31,201786
San Jose,CA,2016-01-31,970655
Jacksonville,FL,2016-01-31,182579
Fresno,CA,2016-01-31,215403
Bakersfield,CA,2016-01-31,195930
Ventura,CA,2016-01-31,546613
North Port-Sarasota-Bradenton,FL,2016-01-31,249397
Stockton,CA,2016-01-31,292773
Fort Myers,FL,2016-01-31,220252
Lakeland,FL,2016-01-31,145369
Daytona Beach,FL,2016-01-31,160549
Melbourne,FL,2016-01-31,172986
Santa Rosa,CA,2016-01-31,557705
Pensacola,FL,2016-01-31,142967
Visalia,CA,2016-01-31,182136
Port St. Lucie,FL,2016-01-31,188990
Santa Maria-Santa Barbara,CA,2016-01-31,594569
Salinas,CA,2016-01-31,498946
Vallejo,CA,2016-01-31,366948
Tallahassee,FL,2016-01-31,152280
Naples,FL,2016-01-31,392032
San Luis Obispo,CA,2016-01-31,552660
Gainesville,FL,2016-01-31,167850
Santa Cruz,CA,2016-01-31,727373
Crestview-Fort Walton Beach-Destin,FL,2016-01-31,214159
Panama City,FL,2016-01-31,175230
Redding,CA,2016-01-31,232021
Punta Gorda,FL,2016-01-31,181336
Homosassa Springs,FL,2016-01-31,121559
Vero Beach,FL,2016-01-31,188500
Napa,CA,2016-01-31,616941
The Villages,FL,2016-01-31,241376
Lake City,FL,2016-01-31,125144
Okeechobee,FL,2016-01-31,124127
Clewiston,FL,2016-01-31,106916
Arcadia,FL,2016-01-31,105627
Wauchula,FL,2016-01-31,98964
Los Angeles-Long Beach-Anaheim,CA,2016-02-29,588300
Miami-Fort Lauderdale,FL,2016-02-29,281282
San Francisco,CA,2016-02-29,949042
Riverside,CA,2016-02-29,318641
San Diego,CA,2016-02-29,534771
Tampa,FL,2016-02-29,178957
Sacramento,CA,2016-02-29,346264
Orlando,FL,2016-02-29,203607
San Jose,CA,2016-02-29,972891
Jacksonville,FL,2016-02-29,183393
Fresno,CA,2016-02-29,216056
Bakersfield,CA,2016-02-29,196795
Ventura,CA,2016-02-29,545553
North Port-Sarasota-Bradenton,FL,2016-02-29,251173
Stockton,CA,2016-02-29,293179
Fort Myers,FL,2016-02-29,222297
Lakeland,FL,2016-02-29,147053
Daytona Beach,FL,2016-02-29,161589
Melbourne,FL,2016-02-29,175023
Santa Rosa,CA,2016-02-29,563440
Pensacola,FL,2016-02-29,143110
Visalia,CA,2016-02-29,182957
Port St. Lucie,FL,2016-02-29,191861
Santa Maria-Santa Barbara,CA,2016-02-29,598634
Salinas,CA,2016-02-29,501706
Vallejo,CA,2016-02-29,367736
Tallahassee,FL,2016-02-29,152898
Naples,FL,2016-02-29,395296
San Luis Obispo,CA,2016-02-29,553629
Gainesville,FL,2016-02-29,168521
Santa Cruz,CA,2016-02-29,740534
Crestview-Fort Walton Beach-Destin,FL,2016-02-29,214010
Panama City,FL,2016-02-29,175839
Redding,CA,2016-02-29,232966
Punta Gorda,FL,2016-02-29,183305
Homosassa Springs,FL,2016-02-29,122466
Vero Beach,FL,2016-02-29,188895
Napa,CA,2016-02-29,621516
The Villages,FL,2016-02-29,242158
Lake City,FL,2016-02-29,126171
Okeechobee,FL,2016-02-29,124468
Clewiston,FL,2016-02-29,107079
Arcadia,FL,2016-02-29,106013
Wauchula,FL,2016-02-29,99755
Los Angeles-Long Beach-Anaheim,CA,2016-03-31,590210
Miami-Fort Lauderdale,FL,2016-03-31,283026
San Francisco,CA,2016-03-31,952158
Riverside,CA,2016-03-31,320341
San Diego,CA,2016-03-31,533838
Tampa,FL,2016-03-31,180851
Sacramento,CA,2016-03-31,347908
Orlando,FL,2016-03-31,205174
San Jose,CA,2016-03-31,974764
Jacksonville,FL,2016-03-31,183753
Fresno,CA,2016-03-31,216871
Bakersfield,CA,2016-03-31,197197
Ventura,CA,2016-03-31,548390
North Port-Sarasota-Bradenton,FL,2016-03-31,252498
Stockton,CA,2016-03-31,295602
Fort Myers,FL,2016-03-31,222892
Lakeland,FL,2016-03-31,147916
Daytona Beach,FL,2016-03-31,162610
Melbourne,FL,2016-03-31,177213
Santa Rosa,CA,2016-03-31,566567
Pensacola,FL,2016-03-31,143345
Visalia,CA,2016-03-31,183636
Port St. Lucie,FL,2016-03-31,194282
Santa Maria-Santa Barbara,CA,2016-03-31,601504
Salinas,CA,2016-03-31,504116
Vallejo,CA,2016-03-31,368083
Tallahassee,FL,2016-03-31,153150
Naples,FL,2016-03-31,397891
San Luis Obispo,CA,2016-03-31,556515
Gainesville,FL,2016-03-31,169051
Santa Cruz,CA,2016-03-31,751180
Crestview-Fort Walton Beach-Destin,FL,2016-03-31,214044
Panama City,FL,2016-03-31,176225
Redding,CA,2016-03-31,232562
